"STATION","NAME","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-13","3.9",,"0.0","0.0","0.0","13.8","21.7","7.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-14","2.5",,"0.0","0.0","0.0","16.6","18.3","13.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-15","6.1",,"0.0","0.0","0.0","16.6","22.8","10.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-16","3.4",,"0.0","0.0","0.0","13.6","15.0","8.3",,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-17","4.6",,"1.8","0.0","0.0","15.2","22.8","12.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-18","4.5",,"0.0","0.0","0.0","20.2","27.8","11.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-19","4.8",,"0.0","0.0","0.0","14.6","16.7","8.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-20","4.8",,"23.9","0.0","0.0","11.4","15.0","8.9",,"    1","    1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-21","5.0",,"5.3","0.0","0.0","15.0","20.0","11.1",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-22","4.7",,"1.5","0.0","0.0","14.3","22.8","7.8",,,,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-23","7.0",,"0.0","0.0","0.0","8.3","11.7","4.4",,,,,,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-24","7.4",,"0.0","0.0","0.0","6.9","12.8","3.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-25","4.5",,"0.0","0.0","0.0","8.4","16.7","2.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-26","4.3",,"0.0","0.0","0.0","12.0","17.2","6.1",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-27","5.7",,"0.0","0.0","0.0","12.6","17.8","7.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-28","5.7",,"0.0","0.0","0.0","14.9","22.8","9.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-29","4.5",,"0.0","0.0","0.0","18.9","25.6","10.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-04-30","4.6",,"0.0","0.0","0.0","13.1","17.2","8.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-01","2.8",,"0.0","0.0","0.0","11.7","15.0","8.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-02","2.6",,"0.0","0.0","0.0","12.3","21.1","7.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-03","2.3",,"0.0","0.0","0.0","15.7","25.6","8.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-04","4.6",,"0.0","0.0","0.0","21.4","30.6","13.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-05","2.8",,"0.0","0.0","0.0","23.7","30.0","16.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-06","3.3",,"0.0","0.0","0.0","20.6","21.7","13.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-07","2.1",,"0.0","0.0","0.0","18.2","25.6","11.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-08","2.3",,"0.0","0.0","0.0","19.2","27.2","12.2",,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-09","1.6",,"0.0","0.0","0.0","17.3","19.4","14.4",,"    1","    1",,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-10","3.3",,"0.0","0.0","0.0","20.5","31.1","15.0",,"    1","    1",,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-11","3.3",,"4.3","0.0","0.0","24.4","29.4","18.9",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-12","5.7",,"0.0","0.0","0.0","23.7","30.6","17.2",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-13","7.3",,"0.0","0.0","0.0","18.8","22.8","11.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-14","3.6",,"0.0","0.0","0.0","15.8","23.3","10.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-15","3.8",,"0.0","0.0","0.0","16.9","23.9","10.6",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-16","2.0",,"18.5","0.0","0.0","19.4","26.1","15.6",,"    1",,"    1",,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-17","2.2",,"0.0","0.0","0.0","23.3","28.9","20.0",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-18","2.4",,"0.0","0.0","0.0","20.5","23.9","14.4",,,,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-19","2.2",,"0.0","0.0","0.0","18.2","27.8","13.9",,"    1","    1",,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-20","6.2",,"0.0","0.0","0.0","17.9","19.4","12.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-21","2.8",,"0.0","0.0","0.0","13.6","16.7","10.6",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-22","5.9",,"0.0","0.0","0.0","16.9","25.0","12.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-23","4.7",,"0.0","0.0","0.0","15.7","21.7","9.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-24","4.2",,"0.0","0.0","0.0","18.9","27.8","9.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-25","5.1",,"0.0","0.0","0.0","23.5","32.2","15.6",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-26","5.3",,"0.0","0.0","0.0","25.6","32.8","18.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-27","4.1",,"5.1","0.0","0.0","25.2","31.1","20.6",,,,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-28","4.0",,"0.0","0.0","0.0","24.8","31.7","21.1",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-29","3.0",,"0.0","0.0","0.0","23.6","28.9","17.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-30","4.2",,"0.0","0.0","0.0","23.6","30.0","18.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-05-31","4.5",,"94.7","0.0","0.0","24.1","31.1","16.1",,"    1",,"    1",,"    1",,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-01","4.9",,"42.2","0.0","0.0","15.2","16.1","11.1",,"    1","    1","    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-02","3.6",,"11.9","0.0","0.0","12.0","13.9","9.4",,"    1","    1",,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-03","3.0",,"0.0","0.0","0.0","14.4","20.6","12.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-04","3.3",,"0.0","0.0","0.0","15.2","19.4","13.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-05","2.1",,"4.8","0.0","0.0","15.9","21.7","13.9",,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-06","4.3",,"3.8","0.0","0.0","19.7","25.6","16.1",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-07","3.8",,"0.0","0.0","0.0","18.3","22.2","11.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-08","5.1",,"2.5","0.0","0.0","21.1","28.9","16.7",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-09","5.3",,"0.3","0.0","0.0","23.9","30.0","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-10","3.6",,"0.0","0.0","0.0","24.1","30.0","18.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-11","4.9",,"0.0","0.0","0.0","27.0","33.9","21.1",,,,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-12","3.8",,"0.0","0.0","0.0","28.3","31.7","22.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-13","4.5",,"0.0","0.0","0.0","27.8","31.1","22.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-14","2.5",,"8.9","0.0","0.0","25.5","30.6","18.9",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-15","2.4",,"27.4","0.0","0.0","23.0","28.3","18.9",,"    1",,"    1",,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-16","2.6",,"1.0","0.0","0.0","20.9","25.0","18.9",,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-17","3.5",,"0.0","0.0","0.0","23.4","27.2","18.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-18","2.9",,"0.0","0.0","0.0","19.4","20.6","18.3",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-19","3.4",,"0.0","0.0","0.0","23.6","31.7","19.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-20","3.3",,"0.5","0.0","0.0","22.2","23.3","18.3",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-21","5.0",,"5.6","0.0","0.0","25.2","32.8","21.7",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-22","4.3",,"0.0","0.0","0.0","27.1","32.2","21.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-23","5.5",,"5.8","0.0","0.0","28.1","33.9","23.3",,,,"    1",,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-24","4.6",,"0.0","0.0","0.0","25.4","30.0","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-25","3.3",,"0.0","0.0","0.0","24.5","29.4","18.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-26","3.1",,"0.0","0.0","0.0","23.5","27.2","21.1",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-27","4.3",,"29.5","0.0","0.0","20.9","22.2","16.1",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-28","4.7",,"5.6","0.0","0.0","18.8","24.4","16.7",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-29","4.8",,"0.0","0.0","0.0","22.0","26.1","16.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-06-30","3.4",,"0.0","0.0","0.0","23.4","28.3","18.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-01","4.7",,"25.1","0.0","0.0","24.5","29.4","20.0",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-02","2.2",,"0.0","0.0","0.0","24.1","27.2","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-03","3.2",,"0.0","0.0","0.0","23.1","28.9","17.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-04","2.6",,"0.0","0.0","0.0","22.8","26.1","21.1",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-05","2.2",,"0.0","0.0","0.0","24.3","29.4","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-06","2.7",,"0.0","0.0","0.0","24.8","28.3","21.1",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-07","3.8",,"0.0","0.0","0.0","26.7","32.8","23.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-08","3.7",,"0.8","0.0","0.0","27.4","32.2","25.0",,,,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-09","3.4",,"12.4","0.0","0.0","24.2","26.7","20.0",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-10","4.8",,"0.0","0.0","0.0","24.9","30.0","21.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-11","2.9",,"0.0","0.0","0.0","25.9","30.6","19.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-12","2.7",,"0.0","0.0","0.0","26.9","32.8","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-13","2.7",,"0.0","0.0","0.0","26.1","30.0","21.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-14","2.4",,"0.8","0.0","0.0","24.6","27.2","22.8",,"    1",,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-15","4.1",,"4.1","0.0","0.0","25.6","28.3","22.2",,"    1",,,,,,"    1",,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-16","4.4",,"0.0","0.0","0.0","22.8","27.2","17.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-17","3.6",,"0.0","0.0","0.0","22.6","27.2","17.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-18","4.0",,"3.3","0.0","0.0","24.9","31.7","22.2",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-19","3.4",,"0.0","0.0","0.0","29.9","36.7","23.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-20","4.0",,"0.0","0.0","0.0","31.7","36.1","26.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-21","3.7",,"0.3","0.0","0.0","29.8","33.9","23.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-22","4.9",,"0.0","0.0","0.0","25.6","30.6","20.0",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-23","3.8",,"0.0","0.0","0.0","25.2","30.6","19.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-24","2.8",,"0.0","0.0","0.0","25.6","31.7","19.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-25","2.9",,"0.0","0.0","0.0","25.7","30.6","18.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-26","4.8",,"0.0","0.0","0.0","26.9","33.9","21.7",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-27","3.1",,"0.3","0.0","0.0","26.5","30.0","22.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-28","2.1",,"0.0","0.0","0.0","27.8","34.4","22.2",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-29","3.0",,"0.0","0.0","0.0","29.9","35.6","23.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-30","4.1",,"21.3","0.0","0.0","27.9","32.2","24.4",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-07-31","3.6",,"0.0","0.0","0.0","27.7","33.9","22.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-01","4.7",,"0.0","0.0","0.0","27.9","32.8","22.8",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-02","2.9",,"0.0","0.0","0.0","27.0","33.3","18.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-03","5.0",,"0.0","0.0","0.0","28.0","33.9","21.1",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-04","5.3",,"4.3","0.0","0.0","27.8","33.9","20.6",,"    1",,"    1",,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-05","4.0",,"0.0","0.0","0.0","26.9","32.2","20.6",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-06","2.7",,"0.0","0.0","0.0","24.9","29.4","18.9",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-07","3.9",,"0.0","0.0","0.0","24.6","28.9","19.4",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-08","2.7",,"0.0","0.0","0.0","23.9","28.3","18.3",,,,,,,,,,,
"USW00014734","NEWARK LIBERTY INTERNATIONAL AIRPORT, NJ US","2015-08-09","3.4",,"0.0","0.0","0.0","24.4","29.4","20.6",,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-10",,,"0.3","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-11",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-12",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-13",,,"0.5","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-14",,,"58.9","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-15",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-16",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-18",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-19",,,"0.5","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-20",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-21",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-22",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-23",,,"14.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-24",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-25",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-26",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-27",,,"1.8","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-28",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-29",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-30",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-08-31",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-01",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-02",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-03",,,"1.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-04",,,"0.5","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-05",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-06",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-07",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-08",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-09",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-10",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-11",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-12",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-24",,,,,"0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-25",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-26",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-27",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-28",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-29",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-09-30",,,"0.0","0.0",,,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-01",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-02",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-03",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-04",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-05",,,"0.3","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-06",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-07",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-08",,,"6.1","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-09",,,"0.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-10",,,"2.5","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-11",,,"1.0","0.0","0.0",,,,,,,,,,,,,,
"US1NJMN0044","RUMSON 0.7 NNE, NJ US","2013-10-12",,,"3.8","0.0","0.0",,,,,,,,,,,,,,
