index.int32(),STATION.string(),NAME.string(),_id.date_ms(yyyy-MM-dd),AWND.double(),PGTM.double(),PRCP.double(),SNOW.double(),SNWD.double(),TAVG.double(),TMAX.double(),TMIN.double()
4945,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-10,5.4,0.0,0.0,0.0,0.0,24.9,28.3,21.1
4946,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-11,3.1,0.0,0.0,0.0,0.0,23.9,28.3,20.0
4947,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-12,3.7,0.0,0.0,0.0,0.0,26.5,31.7,22.2
4948,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-13,3.2,0.0,0.5,0.0,0.0,25.8,26.7,23.9
4949,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-14,3.7,0.0,0.0,0.0,0.0,24.7,28.3,22.2
4950,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-15,3.8,0.0,0.0,0.0,0.0,24.7,29.4,22.2
4951,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-16,3.6,0.0,0.0,0.0,0.0,23.6,28.3,21.1
4952,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-17,3.8,0.0,0.0,0.0,0.0,25.3,30.0,22.8
4953,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-18,3.2,0.0,15.0,0.0,0.0,26.7,32.8,23.3
4954,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-19,3.2,0.0,0.0,0.0,0.0,27.4,33.9,23.9
4955,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-20,3.6,0.0,0.0,0.0,0.0,27.7,31.7,24.4
4956,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-21,3.7,0.0,8.9,0.0,0.0,27.8,32.8,25.6
4957,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-22,3.4,0.0,30.0,0.0,0.0,28.3,33.9,21.7
4958,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-23,3.5,0.0,1.5,0.0,0.0,22.9,24.4,18.9
4959,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-24,3.9,0.0,0.0,0.0,0.0,21.6,25.0,17.8
4960,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-25,7.2,0.0,0.0,0.0,0.0,21.6,25.0,18.9
4961,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-26,4.9,0.0,0.0,0.0,0.0,19.6,23.3,16.1
4962,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-27,3.2,0.0,0.0,0.0,0.0,20.9,24.4,18.3
4963,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-28,3.3,0.0,2.5,0.0,0.0,21.3,24.4,20.6
4964,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-29,5.1,0.0,0.0,0.0,0.0,24.0,28.9,20.6
4965,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-30,4.2,0.0,0.0,0.0,0.0,25.7,31.7,21.1
4966,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-31,3.8,0.0,0.0,0.0,0.0,25.4,27.8,21.7
4967,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-01,4.3,0.0,0.0,0.0,0.0,22.3,25.6,18.3
4968,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-02,3.8,0.0,13.0,0.0,0.0,22.8,26.1,21.1
4969,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-03,3.8,0.0,0.0,0.0,0.0,23.9,27.8,20.6
4970,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-04,4.4,0.0,0.0,0.0,0.0,24.9,31.7,21.1
4971,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-05,3.9,0.0,0.0,0.0,0.0,22.3,23.3,18.3
4972,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-06,7.3,0.0,0.8,0.0,0.0,19.3,20.6,15.6
4973,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-07,5.4,0.0,0.0,0.0,0.0,18.8,25.0,14.4
4974,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-08,3.4,0.0,0.0,0.0,0.0,22.2,26.1,19.4
4975,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-09,4.6,0.0,0.0,0.0,0.0,21.7,25.0,18.9
4976,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-10,4.1,0.0,0.0,0.0,0.0,22.2,25.6,20.0
4977,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-11,4.3,0.0,0.0,0.0,0.0,25.3,32.8,21.1
4978,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-12,5.2,0.0,1.8,0.0,0.0,26.1,28.3,17.8
4979,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-13,4.8,0.0,0.0,0.0,0.0,18.6,22.8,15.6
4980,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-14,4.3,0.0,0.0,0.0,0.0,20.5,25.6,17.2
4981,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-15,2.5,0.0,0.0,0.0,0.0,24.4,29.4,21.7
4982,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-16,2.9,0.0,0.0,0.0,0.0,23.6,25.0,21.1
4983,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-17,4.0,0.0,0.0,0.0,0.0,21.5,26.1,17.2
4984,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-18,5.1,0.0,0.0,0.0,0.0,18.8,21.1,14.4
4985,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-19,3.4,0.0,0.0,0.0,0.0,16.4,21.7,12.2
4986,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-20,3.6,0.0,0.0,0.0,0.0,19.8,26.1,15.6
4987,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-21,1.8,0.0,0.0,0.0,0.0,23.4,30.0,17.2
4988,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-22,3.4,0.0,0.0,0.0,0.0,24.6,30.0,20.0
4989,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-23,4.9,0.0,0.8,0.0,0.0,26.6,32.2,22.2
4990,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-24,6.0,0.0,0.0,0.0,0.0,23.9,24.4,19.4
4991,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-25,3.4,0.0,0.0,0.0,0.0,21.2,26.1,16.7
4992,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-26,4.2,0.0,0.0,0.0,0.0,22.3,27.8,19.4
4993,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-27,3.5,0.0,0.0,0.0,0.0,20.3,25.6,17.2
4994,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-28,3.9,0.0,0.0,0.0,0.0,22.2,27.2,19.4
4995,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-29,4.3,0.0,0.0,0.0,0.0,24.1,26.1,18.9
4996,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-09-30,5.3,0.0,0.0,0.0,0.0,18.9,22.2,16.1
4997,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-01,4.6,0.0,0.0,0.0,0.0,21.3,27.8,17.8
4998,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-02,4.6,0.0,5.3,0.0,0.0,26.9,35.0,17.2
4999,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-03,5.6,0.0,5.8,0.0,0.0,16.2,19.4,12.2
5000,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-04,6.3,0.0,0.0,0.0,0.0,16.2,18.9,10.0
5001,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-05,4.0,0.0,0.0,0.0,0.0,11.8,15.6,7.8
5002,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-06,4.9,0.0,0.3,0.0,0.0,17.5,21.7,13.9
5003,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-07,5.2,0.0,0.8,0.0,0.0,22.3,26.1,15.6
5004,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-08,5.6,0.0,0.8,0.0,0.0,16.9,18.9,15.0
5005,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-09,7.1,0.0,13.7,0.0,0.0,14.5,16.1,11.7
5006,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-10,7.2,0.0,0.0,0.0,0.0,15.2,22.2,11.7
5007,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-11,7.2,0.0,0.0,0.0,0.0,15.8,18.9,12.8
5008,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-12,3.3,0.0,0.0,0.0,0.0,15.8,20.6,13.3
5009,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-13,3.4,0.0,0.0,0.0,0.0,16.4,19.4,13.3
5010,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-14,3.6,0.0,0.0,0.0,0.0,17.8,23.9,15.0
5011,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-15,2.8,0.0,0.0,0.0,0.0,16.1,18.9,12.2
5012,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-16,7.2,0.0,43.4,0.0,0.0,15.8,19.4,12.2
5013,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-17,10.2,0.0,0.0,0.0,0.0,13.8,15.0,11.1
5014,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-18,8.3,0.0,0.0,0.0,0.0,12.7,15.0,9.4
5015,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-19,2.6,0.0,0.0,0.0,0.0,11.4,16.7,8.3
5016,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-20,3.5,0.0,9.4,0.0,0.0,13.2,15.0,10.6
5017,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-21,3.8,0.0,0.0,0.0,0.0,14.4,20.0,11.1
5018,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-22,4.7,0.0,11.7,0.0,0.0,14.7,17.2,12.8
5019,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-23,6.1,0.0,1.3,0.0,0.0,16.4,18.9,13.3
5020,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-24,3.5,0.0,0.0,0.0,0.0,15.2,20.0,11.1
5021,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-25,2.6,0.0,0.0,0.0,0.0,15.0,19.4,11.7
5022,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-26,3.4,0.0,0.0,0.0,0.0,15.6,17.2,12.2
5023,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-27,5.2,0.0,35.8,0.0,0.0,15.9,21.1,13.3
5024,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-28,4.4,0.0,0.0,0.0,0.0,15.2,17.2,12.2
5025,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-29,3.8,0.0,2.5,0.0,0.0,13.0,14.4,11.7
5026,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-30,3.6,0.0,1.0,0.0,0.0,14.6,15.6,13.3
5027,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-10-31,7.2,0.0,9.9,0.0,0.0,16.9,19.4,15.0
5028,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-01,7.7,0.0,1.8,0.0,0.0,12.3,19.4,6.1
5029,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-02,3.3,0.0,0.0,0.0,0.0,7.2,10.0,4.4
5030,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-03,5.1,0.0,0.0,0.0,0.0,8.8,11.7,6.7
5031,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-04,3.6,0.0,0.0,0.0,0.0,9.4,13.3,5.6
5032,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-05,3.7,0.0,0.0,0.0,0.0,13.2,16.1,10.0
5033,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-06,4.4,0.0,0.0,0.0,0.0,11.4,12.8,8.9
5034,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-07,4.5,0.0,2.0,0.0,0.0,11.6,14.4,5.6
5035,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-08,8.2,0.0,0.0,0.0,0.0,4.5,5.6,-0.5
5036,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-09,3.4,0.0,0.0,0.0,0.0,1.4,5.6,-1.0
5037,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-10,3.5,0.0,0.0,0.0,0.0,6.9,11.1,3.9
5038,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-11,2.6,0.0,0.0,0.0,0.0,11.8,16.7,8.9
5039,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-12,7.9,0.0,0.5,0.0,0.0,9.1,14.4,-2.7
5040,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-13,6.7,0.0,0.0,0.0,0.0,-1.4,1.7,-4.3
5041,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-14,3.2,0.0,0.0,0.0,0.0,1.7,7.2,-1.6
5042,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-15,3.8,0.0,0.0,0.0,0.0,7.1,11.1,3.3
5043,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-16,7.2,0.0,0.0,0.0,0.0,5.0,6.1,0.6
5044,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-17,8.4,0.0,0.0,0.0,0.0,2.7,6.7,-0.5
5045,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-18,5.1,0.0,10.9,0.0,0.0,4.7,6.1,3.3
5046,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-19,3.6,0.0,5.1,0.0,0.0,6.8,9.4,5.0
5047,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-20,6.1,0.0,0.0,0.0,0.0,6.7,9.4,5.0
5048,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-21,3.3,0.0,0.0,0.0,0.0,7.4,11.7,3.9
5049,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-22,7.2,0.0,1.8,0.0,0.0,10.1,12.2,3.9
5050,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-23,3.8,0.0,0.5,0.0,0.0,4.9,7.8,2.2
5051,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-24,8.0,0.0,18.3,0.0,0.0,6.6,8.9,4.4
5052,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-25,3.9,0.0,0.0,0.0,0.0,7.7,11.7,5.0
5053,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-26,3.0,0.0,0.0,0.0,0.0,10.4,15.6,6.7
5054,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-27,4.5,0.0,0.5,0.0,0.0,11.4,14.4,7.8
5055,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-28,10.2,0.0,0.0,0.0,0.0,10.3,12.8,3.9
5056,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-29,6.2,0.0,0.0,0.0,0.0,3.1,5.6,0.0
5057,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-11-30,4.3,0.0,0.0,0.0,0.0,2.9,6.7,0.0
5058,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-01,7.5,0.0,14.2,5.0,0.0,1.1,5.0,-1.0
5059,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-02,7.3,0.0,10.2,8.0,0.0,2.9,3.9,0.0
5060,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-03,8.1,0.0,0.0,3.0,0.0,1.2,3.3,0.0
5061,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-04,4.7,0.0,0.0,0.0,0.0,2.6,5.0,1.1
5062,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-05,7.2,0.0,0.0,0.0,0.0,4.4,6.1,3.3
5063,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-06,6.0,0.0,0.0,0.0,0.0,5.1,10.0,2.2
5064,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-07,6.3,0.0,0.0,0.0,0.0,3.5,3.9,0.0
5065,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-08,3.2,0.0,0.0,0.0,0.0,1.3,6.7,-2.1
5066,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-09,4.4,0.0,45.7,0.0,0.0,8.2,13.3,5.0
5067,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-10,5.5,0.0,4.3,0.0,0.0,13.4,14.4,4.4
5068,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-11,5.5,0.0,7.4,23.0,30.0,4.0,5.0,0.0
5069,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-12,4.1,0.0,0.0,0.0,0.0,0.3,2.2,-2.7
5070,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-13,5.2,0.0,25.7,0.0,0.0,3.4,8.3,0.0
5071,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-14,5.4,0.0,28.7,0.0,0.0,9.8,13.3,7.2
5072,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-15,9.1,0.0,0.0,0.0,0.0,7.9,10.0,3.3
5073,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-16,3.5,0.0,2.0,0.0,0.0,2.6,3.3,1.1
5074,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-17,6.7,0.0,22.9,0.0,0.0,1.6,2.8,0.6
5075,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-18,7.8,0.0,1.0,13.0,0.0,1.4,2.8,-4.9
5076,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-19,8.8,0.0,0.0,0.0,0.0,-4.9,-2.7,-7.7
5077,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-20,5.3,0.0,0.0,0.0,0.0,-2.8,1.1,-4.3
5078,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-21,2.1,0.0,0.0,0.0,0.0,-2.1,1.7,-4.3
5079,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-22,3.2,0.0,0.0,0.0,0.0,2.7,8.3,-1.0
5080,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-23,3.0,0.0,0.0,0.0,0.0,7.9,13.9,3.3
5081,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-24,3.8,0.0,0.0,0.0,0.0,7.6,8.9,2.2
5082,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-25,2.7,0.0,0.0,0.0,0.0,3.1,6.1,1.1
5083,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-26,3.8,0.0,0.0,0.0,0.0,3.6,7.8,2.2
5084,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-27,4.0,0.0,0.0,0.0,0.0,9.1,12.2,5.6
5085,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-28,3.7,0.0,0.0,0.0,0.0,9.2,10.0,6.7
5086,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-29,3.6,0.0,7.4,0.0,0.0,5.7,6.7,3.3
5087,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-30,8.0,0.0,12.4,0.0,0.0,4.9,6.1,3.3
5088,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-12-31,4.2,0.0,0.3,0.0,0.0,4.7,7.8,3.3
5089,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-01,7.1,0.0,0.0,0.0,0.0,4.3,5.6,1.7
5090,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-02,3.6,0.0,0.0,0.0,0.0,4.3,9.4,1.1
5091,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-03,2.1,0.0,3.6,0.0,0.0,8.1,9.4,7.2
5092,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-04,3.8,0.0,6.1,0.0,0.0,8.4,10.0,5.0
5093,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-05,9.0,0.0,0.0,0.0,0.0,4.6,5.0,2.2
5094,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-06,5.7,0.0,0.5,18.0,30.0,2.9,6.7,0.0
5095,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-07,3.9,0.0,0.0,0.0,0.0,5.1,6.7,1.7
5096,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-08,8.0,0.0,0.0,0.0,0.0,2.5,6.1,-2.1
5097,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-09,4.9,0.0,0.0,0.0,0.0,-1.8,1.1,-4.3
5098,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-10,4.2,0.0,0.0,0.0,0.0,4.5,11.7,0.6
5099,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-11,4.6,0.0,0.0,0.0,0.0,12.7,18.9,8.9
5100,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-12,7.3,0.0,1.5,0.0,0.0,15.7,19.4,6.7
5101,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-13,4.0,0.0,0.0,0.0,0.0,6.1,7.2,2.8
5102,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-14,3.0,0.0,1.8,0.0,0.0,5.1,6.7,3.9
5103,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-15,3.8,0.0,0.0,0.0,0.0,6.9,10.0,5.6
5104,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-16,9.4,0.0,3.0,0.0,0.0,7.2,10.0,1.1
5105,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-17,8.6,0.0,0.0,0.0,0.0,-1.5,1.1,-6.0
5106,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-18,3.9,0.0,4.6,48.0,0.0,-4.7,2.8,-6.6
5107,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-19,7.5,0.0,0.0,0.0,0.0,3.7,6.1,-2.1
5108,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-20,7.7,0.0,0.0,0.0,0.0,-2.6,0.0,-6.0
5109,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-21,4.1,0.0,0.0,0.0,0.0,-3.4,0.6,-6.0
5110,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-22,1.5,0.0,0.0,0.0,0.0,-0.5,3.9,-3.2
5111,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-23,1.9,0.0,0.0,0.0,0.0,3.3,7.8,-1.0
5112,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-24,3.2,0.0,0.0,0.0,0.0,4.8,7.8,0.6
5113,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-25,6.7,0.0,19.8,0.0,0.0,5.2,11.1,3.3
5114,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-26,5.6,0.0,0.0,0.0,0.0,5.9,7.8,3.9
5115,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-27,6.1,0.0,0.0,0.0,0.0,4.7,7.2,3.3
5116,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-28,7.2,0.0,0.0,0.0,0.0,4.2,5.6,2.8
5117,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-29,5.4,0.0,0.0,0.0,0.0,2.3,4.4,-0.5
5118,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-30,3.6,0.0,0.0,0.0,0.0,-0.7,1.7,-3.8
5119,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-01-31,2.9,0.0,0.3,0.0,0.0,2.0,5.6,0.6
5120,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-01,2.1,0.0,0.3,0.0,0.0,3.8,5.6,2.8
5121,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-02,3.9,0.0,1.5,0.0,0.0,3.9,6.1,1.7
5122,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-03,3.9,0.0,0.0,0.0,0.0,6.7,13.3,2.8
5123,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-04,2.4,0.0,0.3,0.0,0.0,8.0,14.4,3.9
5124,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-05,4.6,0.0,0.0,0.0,0.0,6.9,11.7,3.3
5125,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-06,5.0,0.0,14.2,0.0,0.0,3.5,5.0,1.7
5126,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-07,8.1,0.0,7.4,0.0,0.0,4.7,14.4,0.6
5127,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-08,6.3,0.0,0.0,0.0,0.0,1.3,4.4,-1.0
5128,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-09,4.7,0.0,0.0,0.0,0.0,1.6,5.6,-1.0
5129,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-10,4.2,0.0,10.4,0.0,0.0,6.3,8.3,5.6
5130,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-11,3.9,0.0,6.6,0.0,0.0,6.6,8.9,5.6
5131,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-12,5.9,0.0,3.3,0.0,0.0,5.8,7.2,2.8
5132,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-13,3.7,0.0,9.9,0.0,0.0,4.1,6.7,2.2
5133,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-14,7.8,0.0,0.0,0.0,0.0,1.6,4.4,-7.1
5134,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-15,4.3,0.0,0.0,0.0,0.0,-5.8,-1.0,-9.3
5135,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-16,2.9,0.0,0.0,0.0,0.0,1.2,6.7,-1.6
5136,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-17,3.2,0.0,0.0,0.0,0.0,6.3,10.6,3.3
5137,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-18,4.4,0.0,0.0,0.0,0.0,4.8,8.3,2.8
5138,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-19,6.4,0.0,0.0,0.0,0.0,6.4,8.9,0.6
5139,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-20,6.0,0.0,0.0,0.0,0.0,0.7,1.7,-2.7
5140,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-21,4.5,0.0,0.0,0.0,0.0,-2.1,2.2,-6.0
5141,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-22,4.5,0.0,0.0,0.0,0.0,3.4,10.0,0.0
5142,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-23,3.5,0.0,0.0,0.0,0.0,8.1,13.3,2.2
5143,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-24,3.2,0.0,0.0,0.0,0.0,9.4,16.1,5.0
5144,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-25,3.0,0.0,3.3,0.0,0.0,9.5,10.6,6.7
5145,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-26,4.2,0.0,0.5,0.0,0.0,7.1,9.4,5.6
5146,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-27,10.2,0.0,11.4,0.0,0.0,6.0,7.2,0.0
5147,USW00014732,"LAGUARDIA AIRPORT, NY US",2020-02-28,8.3,0.0,0.0,0.0,0.0,1.4,5.6,-1.0
