index.int32(),STATION.string(),NAME.string(),_id.date_ms(yyyy-MM-dd),AWND.double(),PGTM.double(),PRCP.double(),SNOW.double(),SNWD.double(),TAVG.double(),TMAX.double(),TMIN.double()
2627,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-07-30,4.2,0.0,0.0,0.0,0.0,30.9,35.0,27.2
2628,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-07-31,2.5,0.0,14.7,0.0,0.0,27.9,32.2,22.2
2629,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-01,3.0,0.0,0.0,0.0,0.0,25.9,31.1,22.8
2630,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-02,3.9,0.0,0.0,0.0,0.0,26.2,31.1,22.8
2631,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-03,4.3,0.0,3.0,0.0,0.0,26.6,31.7,21.1
2632,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-04,2.6,0.0,0.0,0.0,0.0,25.9,31.1,21.7
2633,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-05,4.2,0.0,0.0,0.0,0.0,25.0,27.2,21.7
2634,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-06,3.8,0.0,0.0,0.0,0.0,24.4,28.3,22.2
2635,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-07,4.1,0.0,15.7,0.0,0.0,25.6,30.6,21.1
2636,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-08,3.8,0.0,2.5,0.0,0.0,25.2,33.3,21.1
2637,USW00014732,"LAGUARDIA AIRPORT, NY US",2019-08-09,4.1,0.0,0.0,0.0,0.0,25.2,30.6,22.2
2499,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-10,4.4,0.0,0.0,0.0,0.0,25.7,28.9,22.2
2500,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-11,3.1,0.0,0.0,0.0,0.0,23.8,27.8,19.4
2501,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-12,2.5,0.0,2.3,0.0,0.0,23.8,27.8,21.7
2502,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-13,3.1,0.0,18.8,0.0,0.0,23.3,25.6,21.1
2503,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-14,6.9,0.0,0.0,0.0,0.0,20.8,23.3,16.7
2504,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-15,3.3,0.0,0.0,0.0,0.0,21.0,25.6,17.2
2505,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-16,2.2,0.0,0.0,0.0,0.0,22.6,27.2,19.4
2506,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-17,2.5,0.0,0.0,0.0,0.0,23.1,27.2,20.0
2507,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-18,2.5,0.0,0.0,0.0,0.0,22.5,24.4,20.6
2508,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-19,3.2,0.0,0.0,0.0,0.0,23.1,26.7,20.0
2509,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-20,2.1,0.0,0.0,0.0,0.0,25.3,31.7,21.1
2510,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-21,2.5,0.0,0.0,0.0,0.0,27.3,32.2,23.3
2511,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-22,3.3,0.0,6.1,0.0,0.0,25.3,26.1,22.8
2512,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-23,4.8,0.0,0.0,0.0,0.0,24.6,27.2,21.7
2513,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-24,4.0,0.0,0.0,0.0,0.0,21.9,26.1,17.8
2514,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-25,3.1,0.0,0.0,0.0,0.0,23.2,28.3,19.4
2515,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-26,4.5,0.0,0.0,0.0,0.0,24.1,28.9,21.1
2516,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-27,4.7,0.0,0.3,0.0,0.0,25.7,30.0,22.8
2517,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-28,2.1,0.0,2.5,0.0,0.0,25.6,29.4,22.8
2518,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-29,4.1,0.0,0.0,0.0,0.0,23.7,26.7,21.7
2519,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-30,4.1,0.0,0.0,0.0,0.0,24.1,30.0,20.6
2520,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-08-31,4.6,0.0,0.0,0.0,0.0,25.8,30.0,22.8
2521,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-01,3.7,0.0,0.0,0.0,0.0,26.4,29.4,23.9
2522,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-02,2.2,0.0,22.9,0.0,0.0,24.9,27.8,22.2
2523,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-03,4.0,0.0,2.3,0.0,0.0,24.6,27.8,21.1
2524,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-04,5.1,0.0,0.0,0.0,0.0,22.9,27.8,18.9
2525,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-05,4.8,0.0,0.0,0.0,0.0,23.5,25.0,17.8
2526,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-06,3.4,0.0,0.0,0.0,0.0,18.2,22.2,13.9
2527,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-07,3.4,0.0,0.0,0.0,0.0,20.2,26.1,16.1
2528,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-08,5.1,0.0,0.0,0.0,0.0,23.3,26.7,17.2
2529,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-09,3.8,0.0,0.0,0.0,0.0,18.8,22.8,14.4
2530,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-10,4.2,0.0,0.0,0.0,0.0,23.8,31.1,20.6
2531,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-11,4.1,0.0,0.0,0.0,0.0,28.7,34.4,25.0
2532,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-12,4.3,0.0,32.3,0.0,0.0,27.0,30.0,21.7
2533,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-13,5.5,0.0,0.8,0.0,0.0,21.8,25.0,15.6
2534,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-14,5.1,0.0,0.0,0.0,0.0,16.4,20.0,13.3
2535,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-15,3.1,0.0,0.0,0.0,0.0,16.4,22.8,12.2
2536,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-16,4.4,0.0,0.5,0.0,0.0,18.8,22.2,13.3
2537,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-17,3.9,0.0,0.0,0.0,0.0,14.6,18.3,9.4
2538,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-18,3.2,0.0,0.0,0.0,0.0,16.6,21.7,12.8
2539,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-19,2.6,0.0,0.0,0.0,0.0,18.3,25.0,13.9
2540,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-20,3.3,0.0,0.0,0.0,0.0,20.1,25.6,16.7
2541,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-21,5.6,0.0,11.4,0.0,0.0,19.7,24.4,16.1
2542,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-22,6.3,0.0,13.5,0.0,0.0,19.1,20.0,12.8
2543,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-23,5.1,0.0,0.0,0.0,0.0,14.7,18.9,11.1
2544,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-24,4.0,0.0,0.0,0.0,0.0,15.1,22.8,10.0
2545,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-25,1.9,0.0,0.0,0.0,0.0,17.8,22.2,12.8
2546,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-26,3.6,0.0,0.0,0.0,0.0,17.7,20.6,15.0
2547,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-27,3.7,0.0,0.0,0.0,0.0,16.4,20.0,13.9
2548,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-28,3.2,0.0,0.0,0.0,0.0,18.0,22.8,14.4
2549,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-29,2.6,0.0,0.0,0.0,0.0,18.1,21.1,15.6
2550,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-09-30,2.6,0.0,0.0,0.0,0.0,17.7,22.8,14.4
2551,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-01,2.7,0.0,0.0,0.0,0.0,20.5,27.2,16.7
2552,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-02,3.0,0.0,0.0,0.0,0.0,23.3,28.9,18.9
2553,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-03,2.3,0.0,0.0,0.0,0.0,22.6,26.1,18.3
2554,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-04,2.8,0.0,0.8,0.0,0.0,23.3,30.0,19.4
2555,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-05,3.3,0.0,0.0,0.0,0.0,20.2,22.8,17.8
2556,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-06,4.2,0.0,0.3,0.0,0.0,19.2,21.1,18.3
2557,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-07,6.4,0.0,8.4,0.0,0.0,21.5,25.0,16.7
2558,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-08,5.1,0.0,0.0,0.0,0.0,16.4,18.9,13.3
2559,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-09,6.4,0.0,0.0,0.0,0.0,15.4,17.2,12.2
2560,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-10,7.7,0.0,0.0,0.0,0.0,15.1,18.9,12.2
2561,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-11,8.2,0.0,0.0,0.0,0.0,17.6,20.6,16.1
2562,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-12,8.0,0.0,0.0,0.0,0.0,18.7,22.2,15.6
2563,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-13,6.9,0.0,0.0,0.0,0.0,16.1,17.8,13.3
2564,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-14,2.8,0.0,0.0,0.0,0.0,14.4,18.3,11.7
2565,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-15,2.6,0.0,0.0,0.0,0.0,15.8,21.1,13.3
2566,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-16,3.0,0.0,0.0,0.0,0.0,15.6,18.3,13.9
2567,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-17,3.8,0.0,0.3,0.0,0.0,18.2,22.8,16.1
2568,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-18,6.2,0.0,0.0,0.0,0.0,17.9,20.6,14.4
2569,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-19,2.7,0.0,0.0,0.0,0.0,15.2,17.8,12.2
2570,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-20,5.3,0.0,0.0,0.0,0.0,14.7,17.2,10.6
2571,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-21,3.9,0.0,0.0,0.0,0.0,15.2,19.4,11.1
2572,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-22,3.9,0.0,0.0,0.0,0.0,15.3,20.0,11.7
2573,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-23,4.4,0.0,0.0,0.0,0.0,11.6,12.8,8.3
2574,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-24,6.3,0.0,0.0,0.0,0.0,9.1,12.2,6.1
2575,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-25,6.2,0.0,0.0,0.0,0.0,8.6,12.8,5.6
2576,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-26,5.3,0.0,0.0,0.0,0.0,9.7,13.3,6.1
2577,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-27,5.2,0.0,0.0,0.0,0.0,11.7,15.0,9.4
2578,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-28,3.8,0.0,0.0,0.0,0.0,11.7,16.1,6.7
2579,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-29,3.6,0.0,0.0,0.0,0.0,10.3,12.8,6.7
2580,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-30,2.4,0.0,0.0,0.0,0.0,11.6,15.6,8.9
2581,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-10-31,3.7,0.0,1.3,0.0,0.0,15.2,19.4,11.7
2582,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-01,5.9,0.0,1.3,0.0,0.0,18.8,21.1,15.6
2583,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-02,3.1,0.0,0.3,0.0,0.0,16.4,20.0,12.8
2584,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-03,6.1,0.0,0.0,0.0,0.0,10.5,13.3,3.3
2585,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-04,4.7,0.0,0.0,0.0,0.0,4.2,7.8,1.1
2586,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-05,3.0,0.0,0.0,0.0,0.0,8.2,12.8,5.6
2587,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-06,3.6,0.0,0.0,0.0,0.0,11.8,16.1,8.3
2588,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-07,5.5,0.0,2.0,0.0,0.0,14.6,17.2,7.2
2589,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-08,7.1,0.0,0.0,0.0,0.0,7.8,9.4,5.0
2590,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-09,4.7,0.0,0.0,0.0,0.0,6.8,10.0,4.4
2591,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-10,6.7,0.0,0.0,0.0,0.0,10.1,15.6,7.2
2592,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-11,6.3,0.0,0.0,0.0,0.0,9.2,11.7,6.7
2593,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-12,7.3,0.0,0.8,0.0,0.0,6.6,11.1,0.0
2594,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-13,6.1,0.0,0.0,0.0,0.0,1.1,4.4,-1.0
2595,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-14,5.8,0.0,0.0,0.0,0.0,5.0,11.7,1.1
2596,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-15,3.0,0.0,0.0,0.0,0.0,9.5,13.9,6.1
2597,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-16,2.3,0.0,1.3,0.0,0.0,11.1,15.0,8.3
2598,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-17,3.0,0.0,0.5,0.0,0.0,11.4,15.6,9.4
2599,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-18,6.8,0.0,5.8,0.0,0.0,15.7,18.3,10.6
2600,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-19,8.2,0.0,0.0,0.0,0.0,9.1,10.6,2.8
2601,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-20,4.1,0.0,0.0,0.0,0.0,3.3,6.7,0.0
2602,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-21,3.0,0.0,0.0,0.0,0.0,5.3,11.1,2.2
2603,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-22,3.6,0.0,1.8,0.0,0.0,11.3,13.9,10.6
2604,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-23,8.4,0.0,0.5,5.0,0.0,8.6,12.8,-0.5
2605,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-24,10.7,0.0,0.0,0.0,0.0,-1.4,0.0,-4.3
2606,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-25,5.5,0.0,0.0,0.0,0.0,-2.3,1.7,-4.3
2607,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-26,3.5,0.0,11.9,0.0,0.0,2.2,7.8,1.1
2608,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-27,8.6,0.0,44.2,0.0,0.0,8.9,15.6,2.2
2609,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-28,7.5,0.0,0.0,0.0,0.0,1.2,2.2,-0.5
2610,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-29,4.1,0.0,0.0,0.0,0.0,1.2,3.9,-1.0
2611,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-11-30,3.0,0.0,0.0,0.0,0.0,-0.4,3.3,-3.8
2612,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-01,1.5,0.0,0.0,0.0,0.0,5.1,9.4,2.8
2613,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-02,2.6,0.0,0.0,0.0,0.0,6.8,7.2,5.0
2614,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-03,1.8,0.0,0.0,0.0,0.0,6.7,11.7,3.3
2615,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-04,2.5,0.0,0.0,0.0,0.0,6.6,9.4,3.9
2616,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-05,2.8,0.0,0.3,0.0,0.0,9.2,14.4,7.8
2617,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-06,4.4,0.0,18.5,0.0,0.0,10.3,12.8,2.8
2618,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-07,5.5,0.0,3.3,0.0,0.0,3.4,5.0,0.0
2619,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-08,4.3,0.0,1.3,18.0,0.0,0.1,1.1,-1.6
2620,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-09,5.8,0.0,5.3,0.0,0.0,1.4,3.9,0.0
2621,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-10,5.0,0.0,5.6,28.0,0.0,2.2,3.9,-1.0
2622,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-11,6.5,0.0,0.0,0.0,0.0,-0.7,1.1,-2.7
2623,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-12,6.5,0.0,0.0,0.0,0.0,-2.4,-1.0,-4.9
2624,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-13,5.8,0.0,0.0,0.0,0.0,-2.1,1.7,-4.3
2625,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-14,7.6,0.0,11.2,119.0,0.0,-1.9,2.2,-4.3
2626,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-15,6.5,0.0,19.6,0.0,50.0,0.9,3.9,-1.0
2627,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-16,5.4,0.0,0.0,0.0,30.0,-0.6,1.1,-3.2
2628,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-17,3.9,0.0,4.1,28.0,30.0,-2.7,0.0,-4.3
2629,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-18,5.6,0.0,0.0,0.0,30.0,-1.9,2.8,-4.3
2630,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-19,3.8,0.0,0.0,0.0,30.0,2.6,8.9,-0.5
2631,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-20,3.2,0.0,0.0,0.0,0.0,7.3,12.2,3.3
2632,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-21,3.3,0.0,0.0,0.0,0.0,12.0,15.6,10.0
2633,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-22,4.8,0.0,0.3,0.0,0.0,14.7,20.6,11.7
2634,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-23,3.4,0.0,13.5,0.0,0.0,14.7,16.7,5.6
2635,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-24,6.2,0.0,0.0,0.0,0.0,4.0,5.6,-2.7
2636,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-25,4.2,0.0,0.0,0.0,0.0,-3.6,-0.5,-7.1
2637,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-26,3.7,0.0,0.0,0.0,0.0,-0.2,2.2,-1.0
2638,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-27,5.1,0.0,0.0,0.0,0.0,2.0,4.4,0.0
2639,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-28,4.8,0.0,0.0,0.0,0.0,5.8,12.8,2.2
2640,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-29,4.0,0.0,30.5,0.0,0.0,7.3,8.9,4.4
2641,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-30,5.9,0.0,0.0,0.0,0.0,4.7,6.7,-4.3
2642,USW00014732,"LAGUARDIA AIRPORT, NY US",2013-12-31,5.0,0.0,0.0,0.0,0.0,-3.3,0.0,-6.0
2643,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-01,4.1,0.0,0.0,0.0,0.0,-1.7,0.6,-3.8
2644,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-02,8.4,0.0,4.6,86.0,0.0,-1.7,0.0,-7.7
2645,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-03,8.1,0.0,6.4,114.0,180.0,-8.6,-7.1,-12.1
2646,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-04,2.7,0.0,0.0,0.0,200.0,-9.0,-2.1,-12.7
2647,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-05,2.6,0.0,2.5,0.0,100.0,-1.6,10.0,-3.8
2648,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-06,7.6,0.0,7.9,0.0,0.0,7.1,11.7,-6.6
2649,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-07,9.3,0.0,0.0,0.0,0.0,-10.0,-6.6,-15.5
2650,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-08,5.1,0.0,0.0,0.0,0.0,-10.6,-3.2,-12.7
2651,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-09,3.1,0.0,0.0,0.0,0.0,-3.5,0.6,-4.9
2652,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-10,2.5,0.0,3.8,3.0,0.0,-1.0,1.7,-2.7
2653,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-11,5.3,0.0,12.7,0.0,0.0,6.5,13.3,1.1
2654,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-12,6.9,0.0,0.5,0.0,0.0,8.7,12.2,3.9
2655,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-13,4.1,0.0,0.0,0.0,0.0,5.4,10.0,1.7
2656,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-14,3.4,0.0,9.7,0.0,0.0,7.7,10.0,6.1
2657,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-15,2.4,0.0,0.0,0.0,0.0,5.8,7.8,2.2
2658,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-16,3.0,0.0,0.0,0.0,0.0,3.9,5.0,2.2
2659,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-17,2.8,0.0,0.0,0.0,0.0,3.5,7.8,0.6
2660,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-18,5.4,0.0,3.8,0.0,0.0,3.1,3.9,-1.6
2661,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-19,5.8,0.0,0.0,0.0,0.0,-1.2,3.3,-3.8
2662,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-20,6.0,0.0,0.0,0.0,0.0,4.2,7.8,0.0
2663,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-21,6.8,0.0,6.4,206.0,0.0,-3.5,0.0,-11.0
2664,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-22,8.3,0.0,0.0,0.0,200.0,-10.8,-7.7,-13.8
2665,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-23,6.0,0.0,0.0,0.0,130.0,-10.3,-6.0,-13.2
2666,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-24,6.5,0.0,0.0,0.0,100.0,-9.1,-6.6,-11.6
2667,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-25,6.4,0.0,0.5,5.0,100.0,-5.6,-2.7,-7.1
2668,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-26,6.0,0.0,0.0,3.0,100.0,-5.6,0.0,-7.7
2669,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-27,5.9,0.0,0.0,0.0,80.0,0.9,6.7,-6.0
2670,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-28,4.4,0.0,0.0,0.0,30.0,-7.5,-6.0,-10.5
2671,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-29,5.4,0.0,1.3,8.0,30.0,-7.7,-4.9,-9.9
2672,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-30,3.3,0.0,0.0,0.0,0.0,-5.8,-1.6,-7.7
2673,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-01-31,2.9,0.0,0.0,0.0,0.0,-0.8,3.9,-3.2
2674,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-01,2.1,0.0,0.0,0.0,0.0,3.4,6.7,0.0
2675,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-02,2.4,0.0,0.0,0.0,0.0,4.6,12.8,-1.0
2676,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-03,4.1,0.0,27.4,180.0,30.0,2.0,5.6,-1.6
2677,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-04,2.8,0.0,0.0,0.0,180.0,-1.3,2.2,-3.8
2678,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-05,5.1,0.0,30.0,84.0,200.0,-0.3,1.1,-1.6
2679,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-06,4.3,0.0,0.0,0.0,180.0,-2.0,-1.0,-5.5
2680,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-07,5.2,0.0,0.0,0.0,150.0,-1.9,0.6,-3.8
2681,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-08,3.5,0.0,0.0,0.0,150.0,-2.9,-1.6,-5.5
2682,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-09,3.4,0.0,2.5,30.0,150.0,-3.3,-1.6,-6.0
2683,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-10,6.8,0.0,0.0,0.0,180.0,-3.4,-1.6,-5.5
2684,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-11,6.1,0.0,0.0,0.0,180.0,-5.2,-3.2,-7.7
2685,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-12,4.0,0.0,0.0,0.0,150.0,-7.2,-3.8,-9.9
2686,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-13,8.5,0.0,42.7,196.0,230.0,-1.8,2.2,-4.3
2687,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-14,8.2,0.0,6.4,81.0,330.0,1.9,4.4,-0.5
2688,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-15,5.9,0.0,2.5,76.0,230.0,1.4,2.8,-2.1
2689,USW00014732,"LAGUARDIA AIRPORT, NY US",2014-02-16,7.2,0.0,0.0,0.0,300.0,-2.7,-1.0,-5.5
